id,station_id,line_id,city_id,created_at,updated_at
248,6170,423,114,2017-11-21 00:00:00,2017-11-21 00:00:00
249,6213,500,114,2017-11-21 00:00:00,2017-11-21 00:00:00
250,6173,423,114,2017-11-21 00:00:00,2017-11-21 00:00:00
251,6176,423,114,2017-11-21 00:00:00,2017-11-21 00:00:00
252,6606,564,114,2017-11-21 00:00:00,2017-11-21 00:00:00
253,6179,423,114,2017-11-21 00:00:00,2017-11-21 00:00:00
254,6566,562,114,2017-11-21 00:00:00,2017-11-21 00:00:00
255,6182,423,114,2017-11-21 00:00:00,2017-11-21 00:00:00
256,6185,423,114,2017-11-21 00:00:00,2017-11-21 00:00:00
257,6576,563,114,2017-11-21 00:00:00,2017-11-21 00:00:00
258,6188,423,114,2017-11-21 00:00:00,2017-11-21 00:00:00
259,6567,562,114,2017-11-21 00:00:00,2017-11-21 00:00:00
260,6191,423,114,2017-11-21 00:00:00,2017-11-21 00:00:00
261,6195,500,114,2017-11-21 00:00:00,2017-11-21 00:00:00
262,6198,500,114,2017-11-21 00:00:00,2017-11-21 00:00:00
263,6568,562,114,2017-11-21 00:00:00,2017-11-21 00:00:00
264,6201,500,114,2017-11-21 00:00:00,2017-11-21 00:00:00
265,6583,458,114,2017-11-21 00:00:00,2017-11-21 00:00:00
266,6569,562,114,2017-11-21 00:00:00,2017-11-21 00:00:00
267,6577,563,114,2017-11-21 00:00:00,2017-11-21 00:00:00
268,6570,562,114,2017-11-21 00:00:00,2017-11-21 00:00:00
269,6571,562,114,2017-11-21 00:00:00,2017-11-21 00:00:00
270,6572,562,114,2017-11-21 00:00:00,2017-11-21 00:00:00
271,6578,563,114,2017-11-21 00:00:00,2017-11-21 00:00:00
272,6573,563,114,2017-11-21 00:00:00,2017-11-21 00:00:00
273,6574,563,114,2017-11-21 00:00:00,2017-11-21 00:00:00
274,6599,564,114,2017-11-21 00:00:00,2017-11-21 00:00:00
275,6579,563,114,2017-11-21 00:00:00,2017-11-21 00:00:00
276,6584,458,114,2017-11-21 00:00:00,2017-11-21 00:00:00
277,6580,563,114,2017-11-21 00:00:00,2017-11-21 00:00:00
278,6581,563,114,2017-11-21 00:00:00,2017-11-21 00:00:00
279,6582,458,114,2017-11-21 00:00:00,2017-11-21 00:00:00
280,6594,564,114,2017-11-21 00:00:00,2017-11-21 00:00:00
281,6595,564,114,2017-11-21 00:00:00,2017-11-21 00:00:00
282,6601,564,114,2017-11-21 00:00:00,2017-11-21 00:00:00
283,521,95,71,2017-11-21 00:00:00,2017-11-21 00:00:00
284,6597,564,114,2017-11-21 00:00:00,2017-11-21 00:00:00
285,545,110,71,2017-11-21 00:00:00,2017-11-21 00:00:00
286,6608,564,114,2017-11-21 00:00:00,2017-11-21 00:00:00
287,6605,564,114,2017-11-21 00:00:00,2017-11-21 00:00:00
288,6607,564,114,2017-11-21 00:00:00,2017-11-21 00:00:00
289,6609,564,114,2017-11-21 00:00:00,2017-11-21 00:00:00
290,6610,564,114,2017-11-21 00:00:00,2017-11-21 00:00:00
291,6611,564,114,2017-11-21 00:00:00,2017-11-21 00:00:00
292,6612,564,114,2017-11-21 00:00:00,2017-11-21 00:00:00
293,6613,564,114,2017-11-21 00:00:00,2017-11-21 00:00:00
294,6614,564,114,2017-11-21 00:00:00,2017-11-21 00:00:00
295,6615,564,114,2017-11-21 00:00:00,2017-11-21 00:00:00
296,6616,564,114,2017-11-21 00:00:00,2017-11-21 00:00:00
297,6617,564,114,2017-11-21 00:00:00,2017-11-21 00:00:00
298,6202,500,114,2017-11-21 00:00:00,2017-11-21 00:00:00
299,6146,423,114,2017-11-21 00:00:00,2017-11-21 00:00:00
300,6149,423,114,2017-11-21 00:00:00,2017-11-21 00:00:00
301,5352,418,114,2017-11-21 00:00:00,2017-11-21 00:00:00
302,6631,566,114,2017-11-21 00:00:00,2017-11-21 00:00:00
303,6151,423,114,2017-11-21 00:00:00,2017-11-21 00:00:00
304,6205,500,114,2017-11-21 00:00:00,2017-11-21 00:00:00
305,6154,423,114,2017-11-21 00:00:00,2017-11-21 00:00:00
306,6157,423,114,2017-11-21 00:00:00,2017-11-21 00:00:00
307,6596,564,114,2017-11-21 00:00:00,2017-11-21 00:00:00
308,6160,423,114,2017-11-21 00:00:00,2017-11-21 00:00:00
309,6208,500,114,2017-11-21 00:00:00,2017-11-21 00:00:00
310,6163,423,114,2017-11-21 00:00:00,2017-11-21 00:00:00
311,6166,423,114,2017-11-21 00:00:00,2017-11-21 00:00:00
312,6169,423,114,2017-11-21 00:00:00,2017-11-21 00:00:00
313,6211,500,114,2017-11-21 00:00:00,2017-11-21 00:00:00
314,6172,423,114,2017-11-21 00:00:00,2017-11-21 00:00:00
315,6175,423,114,2017-11-21 00:00:00,2017-11-21 00:00:00
316,6178,423,114,2017-11-21 00:00:00,2017-11-21 00:00:00
317,6585,565,114,2017-11-21 00:00:00,2017-11-21 00:00:00
318,6181,423,114,2017-11-21 00:00:00,2017-11-21 00:00:00
319,6184,423,114,2017-11-21 00:00:00,2017-11-21 00:00:00
320,6598,564,114,2017-11-21 00:00:00,2017-11-21 00:00:00
321,6187,423,114,2017-11-21 00:00:00,2017-11-21 00:00:00
322,6586,565,114,2017-11-21 00:00:00,2017-11-21 00:00:00
323,6190,423,114,2017-11-21 00:00:00,2017-11-21 00:00:00
324,6193,423,114,2017-11-21 00:00:00,2017-11-21 00:00:00
325,6196,500,114,2017-11-21 00:00:00,2017-11-21 00:00:00
326,6587,565,114,2017-11-21 00:00:00,2017-11-21 00:00:00
327,6199,500,114,2017-11-21 00:00:00,2017-11-21 00:00:00
328,6600,564,114,2017-11-21 00:00:00,2017-11-21 00:00:00
329,6588,565,114,2017-11-21 00:00:00,2017-11-21 00:00:00
330,6589,565,114,2017-11-21 00:00:00,2017-11-21 00:00:00
331,6632,566,114,2017-11-21 00:00:00,2017-11-21 00:00:00
332,6590,565,114,2017-11-21 00:00:00,2017-11-21 00:00:00
333,6602,564,114,2017-11-21 00:00:00,2017-11-21 00:00:00
334,6591,565,114,2017-11-21 00:00:00,2017-11-21 00:00:00
335,6592,565,114,2017-11-21 00:00:00,2017-11-21 00:00:00
336,6593,565,114,2017-11-21 00:00:00,2017-11-21 00:00:00
337,6603,565,114,2017-11-21 00:00:00,2017-11-21 00:00:00
338,7767,571,74,2017-11-21 00:00:00,2017-11-21 00:00:00
339,6604,564,114,2017-11-21 00:00:00,2017-11-21 00:00:00
340,6633,566,114,2017-11-21 00:00:00,2017-11-21 00:00:00
341,6628,566,114,2017-11-21 00:00:00,2017-11-21 00:00:00
342,6630,566,114,2017-11-21 00:00:00,2017-11-21 00:00:00
343,8539,580,70,2017-11-21 00:00:00,2017-11-21 00:00:00
344,6634,566,114,2017-11-21 00:00:00,2017-11-21 00:00:00
345,7770,571,74,2017-11-21 00:00:00,2017-11-21 00:00:00
346,6635,566,114,2017-11-21 00:00:00,2017-11-21 00:00:00
347,8541,580,70,2017-11-21 00:00:00,2017-11-21 00:00:00
348,8795,639,1,2017-11-21 00:00:00,2017-11-21 00:00:00
349,6148,423,114,2017-11-21 00:00:00,2017-11-21 00:00:00
350,6153,423,114,2017-11-21 00:00:00,2017-11-21 00:00:00
351,6209,500,114,2017-11-21 00:00:00,2017-11-21 00:00:00
352,6156,423,114,2017-11-21 00:00:00,2017-11-21 00:00:00
353,6159,423,114,2017-11-21 00:00:00,2017-11-21 00:00:00
354,6162,423,114,2017-11-21 00:00:00,2017-11-21 00:00:00
355,6212,500,114,2017-11-21 00:00:00,2017-11-21 00:00:00
356,6165,423,114,2017-11-21 00:00:00,2017-11-21 00:00:00
357,6168,423,114,2017-11-21 00:00:00,2017-11-21 00:00:00
358,6618,564,114,2017-11-21 00:00:00,2017-11-21 00:00:00
359,6171,423,114,2017-11-21 00:00:00,2017-11-21 00:00:00
360,6174,423,114,2017-11-21 00:00:00,2017-11-21 00:00:00
361,8552,580,70,2017-11-21 00:00:00,2017-11-21 00:00:00
362,6177,423,114,2017-11-21 00:00:00,2017-11-21 00:00:00
363,6619,564,114,2017-11-21 00:00:00,2017-11-21 00:00:00
364,6180,423,114,2017-11-21 00:00:00,2017-11-21 00:00:00
365,6183,423,114,2017-11-21 00:00:00,2017-11-21 00:00:00
366,6186,423,114,2017-11-21 00:00:00,2017-11-21 00:00:00
367,6620,564,114,2017-11-21 00:00:00,2017-11-21 00:00:00
368,6189,423,114,2017-11-21 00:00:00,2017-11-21 00:00:00
369,6192,423,114,2017-11-21 00:00:00,2017-11-21 00:00:00
370,7773,571,74,2017-11-21 00:00:00,2017-11-21 00:00:00
371,6194,500,114,2017-11-21 00:00:00,2017-11-21 00:00:00
372,6621,564,114,2017-11-21 00:00:00,2017-11-21 00:00:00
373,6197,500,114,2017-11-21 00:00:00,2017-11-21 00:00:00
374,6200,500,114,2017-11-21 00:00:00,2017-11-21 00:00:00
375,6203,500,114,2017-11-21 00:00:00,2017-11-21 00:00:00
376,6622,564,114,2017-11-21 00:00:00,2017-11-21 00:00:00
377,6206,500,114,2017-11-21 00:00:00,2017-11-21 00:00:00
378,8543,580,70,2017-11-21 00:00:00,2017-11-21 00:00:00
379,6623,564,114,2017-11-21 00:00:00,2017-11-21 00:00:00
380,8545,580,70,2017-11-21 00:00:00,2017-11-21 00:00:00
381,6624,564,114,2017-11-21 00:00:00,2017-11-21 00:00:00
382,6625,564,114,2017-11-21 00:00:00,2017-11-21 00:00:00
383,8550,580,70,2017-11-21 00:00:00,2017-11-21 00:00:00
384,6626,564,114,2017-11-21 00:00:00,2017-11-21 00:00:00
385,702,112,14,2017-11-21 00:00:00,2017-11-21 00:00:00
386,8796,639,1,2017-11-21 00:00:00,2017-11-21 00:00:00
387,6627,566,114,2017-11-21 00:00:00,2017-11-21 00:00:00
388,6629,566,114,2017-11-21 00:00:00,2017-11-21 00:00:00
389,8554,580,70,2017-11-21 00:00:00,2017-11-21 00:00:00
390,8556,580,70,2017-11-21 00:00:00,2017-11-21 00:00:00
391,8558,580,70,2017-11-21 00:00:00,2017-11-21 00:00:00
392,8797,639,1,2017-11-21 00:00:00,2017-11-21 00:00:00
393,8799,639,1,2017-11-21 00:00:00,2017-11-21 00:00:00
394,8808,639,1,2017-11-21 00:00:00,2017-11-21 00:00:00
395,8810,639,1,2017-11-21 00:00:00,2017-11-21 00:00:00
396,8811,639,1,2017-11-21 00:00:00,2017-11-21 00:00:00
397,6214,499,114,2017-11-21 00:00:00,2017-11-21 00:00:00
398,7774,367,95,2017-11-21 00:00:00,2017-11-21 00:00:00
399,6636,566,114,2017-11-21 00:00:00,2017-11-21 00:00:00
400,6637,566,114,2017-11-21 00:00:00,2017-11-21 00:00:00
401,7796,374,95,2017-11-21 00:00:00,2017-11-21 00:00:00
402,7778,367,95,2017-11-21 00:00:00,2017-11-21 00:00:00
403,7780,367,95,2017-11-21 00:00:00,2017-11-21 00:00:00
404,7808,367,95,2017-11-21 00:00:00,2017-11-21 00:00:00
405,7782,367,95,2017-11-21 00:00:00,2017-11-21 00:00:00
406,7784,367,95,2017-11-21 00:00:00,2017-11-21 00:00:00
407,7794,374,95,2017-11-21 00:00:00,2017-11-21 00:00:00
408,7786,367,95,2017-11-21 00:00:00,2017-11-21 00:00:00
409,7788,367,95,2017-11-21 00:00:00,2017-11-21 00:00:00
410,7792,374,95,2017-11-21 00:00:00,2017-11-21 00:00:00
411,7798,374,95,2017-11-21 00:00:00,2017-11-21 00:00:00
412,7803,367,95,2017-11-21 00:00:00,2017-11-21 00:00:00
413,7790,367,95,2017-11-21 00:00:00,2017-11-21 00:00:00
414,7800,367,95,2017-11-21 00:00:00,2017-11-21 00:00:00
415,7802,367,95,2017-11-21 00:00:00,2017-11-21 00:00:00
416,7806,367,95,2017-11-21 00:00:00,2017-11-21 00:00:00
417,7804,367,95,2017-11-21 00:00:00,2017-11-21 00:00:00
418,7813,368,95,2017-11-21 00:00:00,2017-11-21 00:00:00
419,7815,368,95,2017-11-21 00:00:00,2017-11-21 00:00:00
420,7811,368,95,2017-11-21 00:00:00,2017-11-21 00:00:00
421,7776,367,95,2017-11-21 00:00:00,2017-11-21 00:00:00
422,8798,639,1,2017-11-21 00:00:00,2017-11-21 00:00:00
423,6215,499,114,2017-11-21 00:00:00,2017-11-21 00:00:00
424,7791,374,95,2017-11-21 00:00:00,2017-11-21 00:00:00
425,3533,269,106,2017-11-21 00:00:00,2017-11-21 00:00:00
426,6638,269,106,2017-11-21 00:00:00,2017-11-21 00:00:00
427,7775,367,95,2017-11-21 00:00:00,2017-11-21 00:00:00
428,7777,367,95,2017-11-21 00:00:00,2017-11-21 00:00:00
429,7814,368,95,2017-11-21 00:00:00,2017-11-21 00:00:00
430,7799,374,95,2017-11-21 00:00:00,2017-11-21 00:00:00
431,7781,367,95,2017-11-21 00:00:00,2017-11-21 00:00:00
432,7779,367,95,2017-11-21 00:00:00,2017-11-21 00:00:00
433,7783,367,95,2017-11-21 00:00:00,2017-11-21 00:00:00
434,7785,367,95,2017-11-21 00:00:00,2017-11-21 00:00:00
435,7795,374,95,2017-11-21 00:00:00,2017-11-21 00:00:00
436,7789,367,95,2017-11-21 00:00:00,2017-11-21 00:00:00
437,7797,374,95,2017-11-21 00:00:00,2017-11-21 00:00:00
438,7809,367,95,2017-11-21 00:00:00,2017-11-21 00:00:00
439,7801,367,95,2017-11-21 00:00:00,2017-11-21 00:00:00
440,7787,367,95,2017-11-21 00:00:00,2017-11-21 00:00:00
441,7812,368,95,2017-11-21 00:00:00,2017-11-21 00:00:00
442,7807,367,95,2017-11-21 00:00:00,2017-11-21 00:00:00
443,7805,367,95,2017-11-21 00:00:00,2017-11-21 00:00:00
444,7816,368,95,2017-11-21 00:00:00,2017-11-21 00:00:00
445,7820,368,95,2017-11-21 00:00:00,2017-11-21 00:00:00
446,7818,368,95,2017-11-21 00:00:00,2017-11-21 00:00:00
447,7810,368,95,2017-11-21 00:00:00,2017-11-21 00:00:00
448,7793,374,95,2017-11-21 00:00:00,2017-11-21 00:00:00
449,8801,639,1,2017-11-21 00:00:00,2017-11-21 00:00:00
450,8802,639,1,2017-11-21 00:00:00,2017-11-21 00:00:00
451,8800,639,1,2017-11-21 00:00:00,2017-11-21 00:00:00
452,6216,499,114,2017-11-21 00:00:00,2017-11-21 00:00:00
453,7817,368,95,2017-11-21 00:00:00,2017-11-21 00:00:00
454,7827,368,95,2017-11-21 00:00:00,2017-11-21 00:00:00
455,8565,765,189,2017-11-21 00:00:00,2017-11-21 00:00:00
