id,name,geometry,buildstart,opening,closure,city_id
6012,Ebaramachi,POINT(139.707579598102 35.603873108968),1963,1963,1979,114
6080,Shin-Kawasaki,POINT(139.671699431259 35.5515665482534),1980,1980,999999,114
6013,Ebaramachi,POINT(139.707578205271 35.6038651817901),1979,1979,999999,114
6034,Sakura-Shimmachi,POINT(139.644006071767 35.6315405632711),1907,1907,1969,114
6014,Nakanobu,POINT(139.712642630281 35.6057388115085),1927,1927,1963,114
6015,Nakanobu,POINT(139.712631567004 35.6057463072543),1963,1963,1979,114
6016,Nakanobu,POINT(139.712637075841 35.6057414614211),1979,1979,999999,114
6035,Tamaden-Seta,POINT(139.630743556621 35.620573026453),1907,1907,1969,114
6017,Togoshi-koen,POINT(139.718319462119 35.6089520074692),1927,1927,1963,114
6018,Togoshi-koen,POINT(139.718317682097 35.6089628614763),1963,1963,1979,114
6099,Urawa-Misono,POINT(139.727574533437 35.893947202522),1995,2001,999999,114
6019,Togoshi-koen,POINT(139.718329252441 35.6089628614763),1979,1979,999999,114
6081,Yokohama,POINT(139.622494785156 35.4664949249976),1980,1980,999999,114
6020,Shimo-Shimmei,POINT(139.72640663163 35.6087282482991),1927,1927,1963,114
6021,Shimo-Shimmei,POINT(139.726417311945 35.6087456147612),1963,1963,1979,114
6022,Shimo-Shimmei,POINT(139.726415531887 35.6087376551278),1979,1979,999999,114
6038,Sasazuka,POINT(139.667060607011 35.6736237607609),1913,1913,999999,114
6023,Oimachi,POINT(139.734376935435 35.6075521973055),1927,1927,1963,114
6095,Hatogaya,POINT(139.736158529362 35.8308796730348),1995,2001,999999,114
6024,Oimachi,POINT(139.734379164921 35.6075721361388),1963,1963,1979,114
6037,Hatagaya,POINT(139.676972607007 35.6768526447407),1913,1913,1978,114
6025,Oimachi,POINT(139.734379164921 35.6075621667273),1979,1979,999999,114
6082,Hodogaya,POINT(139.599656180466 35.4466698607795),1980,1980,999999,114
6040,Shinjuku,POINT(139.699366051549 35.6895838766303),1915,1915,999999,114
6041,Chofu,POINT(139.544193490693 35.6518935595145),1913,1913,999999,114
6043,Keio-Hachioji,POINT(139.343418816394 35.657712809965),1925,1925,999999,114
4835,Tokyo,POINT(139.764159358858 35.6802424637453),1972,1972,999999,114
6083,Higashi-Totsuka,POINT(139.556688961886 35.4303305634843),1980,1980,999999,114
236,"Simon Bolivar",POINT(-70.5721066962888 -33.445576809915),2002,2005,999999,4
6078,Nishi-Oi,POINT(139.721648982435 35.6018616634407),1986,1986,999999,114
6079,Musashi-Kosugi,POINT(139.663398192322 35.5744763238381),1980,1980,999999,114
6096,Araijuku,POINT(139.737217469229 35.8429846873534),1995,2001,999999,114
6084,Shimbashi,POINT(139.758872612691 35.6661634408681),1980,1980,999999,114
6092,Akabane-Iwabuchi,POINT(139.722155291867 35.7834510089019),1995,2001,999999,114
6093,Kawaguchi-Motogo,POINT(139.73037761521 35.8004930047062),1995,2001,999999,114
6094,Minami-Hatogaya,POINT(139.736193105047 35.8166349396147),1995,2001,999999,114
6097,Tozuka-Angyo,POINT(139.753775911216 35.8588517572777),1995,2001,999999,114
6100,Akihabara,POINT(139.774148176571 35.6983603284154),1997,2005,999999,114
6098,Higashi-Kawaguchi,POINT(139.744571280026 35.8755555249391),1995,2001,999999,114
6103,Minami-Senju,POINT(139.799125301779 35.733137500984),1997,2005,999999,114
6101,Shin-Okachimachi,POINT(139.781961069716 35.7070568530266),1997,2005,999999,114
6106,Rokucho,POINT(139.821893965896 35.7848592572192),1997,2005,999999,114
6105,Aoi,POINT(139.820354789524 35.7717354170481),1997,2005,999999,114
6104,Kita-Senju,POINT(139.805170109995 35.7498006045357),1997,2005,999999,114
6121,Higashi-Murayama,POINT(139.465693406573 35.7599681057279),1894,1894,999999,114
6126,Hagiyama,POINT(139.477019546017 35.7407341682772),1928,1928,999999,114
6128,Seibu-yuenchi,POINT(139.442572864712 35.7661746590008),1961,1961,999999,114
6129,Hitotsubashi-gakuen,POINT(139.480124392958 35.7217857467046),1928,1928,999999,114
6130,Ome-kaido,POINT(139.476556753066 35.7306421975179),1928,1928,999999,114
6036,Minobusan-Betsuin-mae,POINT(139.629543623385 35.6171036319434),1933,1933,1969,114
6131,Yasaka,POINT(139.467357730896 35.7451287645148),1942,1942,999999,114
6032,Komazawa,POINT(139.656582240407 35.6311003056145),1907,1907,1969,114
6068,Hirayamajoshi-koen,POINT(139.380175865062 35.6475308570188),1925,1925,999999,114
6027,Tamaden-Ikejiri,POINT(139.681969770598 35.6493319574992),1907,1907,1969,114
6055,Kokuryo,POINT(139.558489492392 35.6502619563739),1913,1913,999999,114
6028,Mishuku,POINT(139.67778649841 35.647086422547),1907,1907,1969,114
6029,Tamaden-Nakazato,POINT(139.667730818097 35.6392784605378),1921,1921,1969,114
6030,Kamiuma,POINT(139.665037469875 35.6357944202937),1907,1907,1969,114
6056,Fuda,POINT(139.551681498018 35.6499069113002),1917,1917,999999,114
6031,Manaka,POINT(139.661754324796 35.6335281325877),1924,1924,1969,114
6090,Kinugasa,POINT(139.661245213798 35.2570466505856),1944,1944,999999,114
6057,Nishi-Chofu,POINT(139.5301462543 35.6570167726215),1916,1916,999999,114
6039,Hatsudai,POINT(139.687590715918 35.6811905518279),1914,1914,1978,114
6069,Naganuma,POINT(139.36602645065 35.6427814412339),1925,1925,999999,114
288,"El Valle",POINT(-66.9055549172243 10.4675968373261),0,0,999999,34
6042,Fuchu,POINT(139.480205670462 35.6721822498337),1916,1916,999999,114
6058,Tobitakyu,POINT(139.52331770292 35.6601590825771),1916,1916,999999,114
6044,Daitabashi,POINT(139.659596119467 35.671150739876),1913,1913,999999,114
6045,Meidaimae,POINT(139.650602967734 35.6683696106557),1913,1913,999999,114
6046,Shimo-Takaido,POINT(139.642527419366 35.6660902938194),1913,1913,999999,114
6059,Musashinodai,POINT(139.510934657175 35.6642264954046),1916,1916,999999,114
6047,Sakurajosui,POINT(139.631823578281 35.6675713605487),1926,1926,999999,114
6048,Kami-Kitazawa,POINT(139.623291473082 35.6688372558738),1913,1913,999999,114
6085,Kita-Kamakura,POINT(139.545203154278 35.3372832224706),1927,1927,999999,114
6049,Hachimanyama,POINT(139.616019632009 35.6698548065915),1918,1918,999999,114
6060,Tama-reien,POINT(139.502644882203 35.6662184139664),1916,1916,999999,114
6050,Roka-koen,POINT(139.608894664099 35.6706619694476),1913,1913,999999,114
6051,Chitose-Karasuyama,POINT(139.600103862542 35.667776080888),1913,1913,999999,114
6070,Kitano,POINT(139.354182048084 35.6445464338716),1925,1925,999999,114
6052,Sengawa,POINT(139.584937555944 35.6623251866874),1913,1913,999999,114
6061,Higashi-Fuchu,POINT(139.495267917729 35.6688632288477),1916,1916,999999,114
6053,Tsutsujigaoka,POINT(139.575260211569 35.6581056851928),1913,1913,999999,114
6054,Shibasaki,POINT(139.566696639143 35.6540968223836),1913,1913,999999,114
6062,Bubaigawara,POINT(139.468510410317 35.6685012004071),1925,1925,999999,114
6063,Nakagawara,POINT(139.457954804916 35.6596104687048),1925,1925,999999,114
6071,Shinsen-Shinjuku,POINT(139.698890111713 35.6885888961057),1978,1978,999999,114
6064,Seiseki-Sakuragaoka,POINT(139.447374641281 35.6508845938276),1925,1925,999999,114
6065,Mogusaen,POINT(139.431392454361 35.6574277532259),1925,1925,999999,114
6066,Takahatafudo,POINT(139.413410050346 35.6620617198511),1925,1925,999999,114
6072,Hatsudai,POINT(139.687048039308 35.6816814757688),1978,1978,999999,114
6067,Minamidaira,POINT(139.392457043932 35.6551022137314),1926,1926,999999,114
6086,Kamakura,POINT(139.550481573551 35.3190214976442),1889,1889,999999,114
6073,Hatagaya,POINT(139.676805069017 35.6772309596629),1978,1978,999999,114
6074,Ofuna,POINT(139.531351308538 35.3534441254436),1889,1889,999999,114
6087,Zushi,POINT(139.578529809876 35.2976065022586),1889,1889,999999,114
6075,Yokosuka,POINT(139.655684569416 35.2839860803625),1889,1889,999999,114
6077,Tokyo,POINT(139.764122730311 35.6801539363568),1980,1980,999999,114
6091,Kurihama,POINT(139.701084400572 35.2329555046799),1944,1944,999999,114
6088,Higashi-Zushi,POINT(139.601374667291 35.2988115966784),1952,1952,999999,114
6089,Taura,POINT(139.636969240268 35.2928312603749),1904,1904,999999,114
6108,Misato-chuo,POINT(139.878377785512 35.8245245400387),1997,2005,999999,114
4220,Akabane-Iwabuchi,POINT(139.722386666391 35.7833980627502),1986,1991,999999,114
6107,Yashio,POINT(139.844910724543 35.8077999902129),1997,2005,999999,114
6110,Nagareyama-centralpark,POINT(139.915254192185 35.8545344249616),1997,2005,999999,114
6109,Minami-Nagareyama,POINT(139.903404754297 35.8387371868287),1997,2005,999999,114
6111,Nagareyama-Otakanomori,POINT(139.925345132066 35.8721022361788),1997,2005,999999,114
6112,Kashiwanoha-campus,POINT(139.952518154302 35.8933695365229),1997,2005,999999,114
6113,Kashiwa-Tanaka,POINT(139.957611610916 35.9109404276801),1997,2005,999999,114
6114,Moriya,POINT(139.992382478444 35.9502602533844),1997,2005,999999,114
6115,Shiraitodai,POINT(139.50972214302 35.6664769958373),1917,1917,999999,114
6116,Koremasa,POINT(139.48904729527 35.6562897309979),1922,1922,999999,114
8792,Matheu,POINT(-58.8298155791279 -34.382805076452),1898,1898,999999,1
6117,Tama,POINT(139.517181068645 35.6770317466951),1917,1917,999999,114
8972,Monzen-Nakacho,POINT(139.79480260462 35.6724810615173),1911,1911,1972,114
6118,Kyoteijo-mae,POINT(139.499599833084 35.656160206615),1922,1922,999999,114
7730,Saint-Charles,POINT(5.380036 43.3023898),,1984,999999,74
6119,Shin-Koganei,POINT(139.526718426284 35.6959590566582),1917,1917,999999,114
7716,Frais Vallon,POINT(5.4231964 43.325469),1973,1977,999999,74
6120,Musashi-Sakai,POINT(139.544206473211 35.7018919845749),1917,1917,999999,114
10667,Grand'Place,POINT(5.7321703 45.1590846),1984,1987,999999,286
6122,Kokubunji,POINT(139.480239842586 35.700269036506),1894,1894,999999,114
6123,Koigakubo,POINT(139.46405465433 35.7112964531324),1955,1955,999999,114
7750,La Timone,POINT(5.400394 43.2911443),,1992,999999,74
6124,Takanodai,POINT(139.461157451602 35.7233593413573),1948,1948,999999,114
7724,Réformés - Canebière,POINT(5.3862815 43.3004787),1973,1977,999999,74
6125,Ogawa,POINT(139.46352795242 35.7375066790992),1894,1894,999999,114
6127,Musashi-Yamato,POINT(139.444230896598 35.7560593387935),1930,1930,999999,114
7742,La Blancarde,POINT(5.4062095 43.295546),,2010,999999,74
6132,Shin-Sakuradai,POINT(139.66850091948 35.7409249280826),1983,1983,999999,114
6133,Kotake-Mukaihara,POINT(139.679396453783 35.7432214732594),1983,1983,999999,114
6135,Nerima,POINT(139.654127813383 35.7379313192727),1927,1927,999999,114
6136,Toshimaen,POINT(139.647967345179 35.7421183700235),1927,1927,999999,114
6139,Ogawa,POINT(139.463387405494 35.7375043390408),1950,1950,999999,114
6141,Haijima,POINT(139.343939705652 35.7215629064216),1968,1968,999999,114
6142,Seibu-Tachikawa,POINT(139.370003877043 35.7262538659324),1968,1968,999999,114
7760,Rond-Point du Prado,POINT(5.3926882 43.271339),,1986,999999,74
6143,Musashi-Sunagawa,POINT(139.392524637649 35.7289639562961),1983,1983,999999,114
6144,Higashi-Yamatoshi,POINT(139.435083789571 35.7331910756729),1950,1950,999999,114
7738,Vieux Port,POINT(5.3741962 43.2955687),,1978,999999,74
7746,Castellane,POINT(5.3846402 43.2862621),,1978,999999,74
7755,La Fourragère,POINT(5.4241016 43.3038348),,2010,999999,74
7762,Castellane,POINT(5.384501 43.2849532),,1984,999999,74
7756,Rond-Point du Prado,POINT(5.3926491 43.2713258),,1986,999999,74
7734,Joliette,POINT(5.3679657 43.3038911),,1984,999999,74
7765,Noailles,POINT(5.3811767 43.2968361),,1984,999999,74
7768,National,POINT(5.3730413 43.3151574),,1987,999999,74
6134,Nerima,POINT(139.654166190275 35.7379448678757),1994,1994,999999,114
6137,Kodaira,POINT(139.488301986018 35.7369813340159),1928,1928,999999,114
6138,Hagiyama,POINT(139.477118536092 35.7407391266092),1928,1928,999999,114
7717,La Rose,POINT(5.4297167 43.33313),1973,1977,999999,74
6140,Tamagawa-Josui,POINT(139.418355170301 35.7317260858977),1950,1950,999999,114
7718,Malpassé,POINT(5.4164002 43.3210103),1973,1977,999999,74
7731,Saint-Charles,POINT(5.3800594 43.3024033),1973,1977,999999,74
7720,Saint-Just,POINT(5.4064335 43.3154654),1973,1977,999999,74
7769,Désirée Clary,POINT(5.3722212 43.3093212),,1987,999999,74
7725,Réformés - Canebière,POINT(5.3863422 43.3004056),1973,1977,999999,74
7739,Baille,POINT(5.3919764 43.2881097),0,0,999999,74
7751,Estrangin - Préfecture,POINT(5.3780653 43.2901774),,1978,999999,74
7766,Notre-Dame-du-Mont - Cours Julien,POINT(5.3838357 43.2925227),,1984,999999,74
7735,Jules Guesde,POINT(5.3739621 43.3020303),,1984,999999,74
7747,Saint-Barnabé,POINT(5.4187884 43.303331),2010,2010,999999,74
7743,Saint-Barnabé,POINT(5.4187943 43.303309),,2010,999999,74
7761,Périer,POINT(5.3875983 43.2794419),,1986,999999,74
7757,Périer,POINT(5.3876325 43.2794522),,1986,999999,74
8532,Garibaldi Berthelot,POINT(4.8468949 45.7436882),0,0,999999,70
8534,Route de Vienne,POINT(4.8517781 45.742127),0,0,999999,70
8536,Jet d'eau - Mendès France,POINT(4.8588068 45.7398789),0,0,999999,70
8537,Boutasse - Camille Rousset,POINT(4.9044755 45.7349162),0,0,999999,70
8793,Maquista Savio,POINT(-58.772075237896 -34.4068488867455),1960,1960,999999,1
8794,Garín,POINT(-58.7365985084175 -34.4216064313159),1863,1892,999999,1
8973,Fudosonmae,POINT(139.797435954971 35.6713520390654),1914,1914,1972,114
6145,Omorikaigan,POINT(139.735408146469 35.5877580228189),1901,1901,999999,114
6204,Machida,POINT(139.445006351032 35.542297214971),1908,1908,999999,114
6147,Keikyu-Kawasaki,POINT(139.700803168265 35.5328707984679),1901,1901,999999,114
6150,Uraga,POINT(139.715113022179 35.251326462535),1930,1930,999999,114
6152,Shinagawa,POINT(139.738045110884 35.6283209304019),1925,1925,999999,114
6207,Yabe,POINT(139.386190417614 35.5733167101176),1957,1957,999999,114
6155,Samezu,POINT(139.742296083167 35.6050148279526),1904,1904,999999,114
6158,Omorimachi,POINT(139.732031431148 35.5724970550142),1952,1952,999999,114
6575,Higashi-Kaijin,POINT(139.9806377553 35.7059277240036),1984,1996,999999,114
6161,Zoshiki,POINT(139.715150473879 35.5500481400463),1901,1901,999999,114
6210,Aihara,POINT(139.331687772558 35.6069059520622),1908,1908,999999,114
6164,Tsurumi-ichiba,POINT(139.68666745733 35.517852778075),1905,1905,999999,114
6167,Namamugi,POINT(139.667783586789 35.4960113669006),1905,1905,999999,114
6170,Kanagawa-shimmachi,POINT(139.639991256707 35.4814138042987),1915,1915,999999,114
6213,Hachioji,POINT(139.338786665823 35.655311222942),1908,1908,999999,114
6173,Hinodecho,POINT(139.626671779511 35.445605074507),1931,1931,999999,114
6176,Gumyoji,POINT(139.596838987971 35.4243402924838),1930,1930,999999,114
6606,Center-Minami,POINT(139.574378752835 35.5457383389576),1993,1993,999999,114
6179,Sugita,POINT(139.615619797161 35.3840137091757),1930,1930,999999,114
6566,Haijima,POINT(139.343345575628 35.7212084653746),1925,1925,999999,114
6182,Kanazawa-bunko,POINT(139.621586748925 35.3428515700238),1930,1930,999999,114
6185,Keikyu-Taura,POINT(139.625164047066 35.3008239276321),1930,1930,999999,114
6576,Hasama,POINT(140.022157826581 35.713994812757),1984,1996,999999,114
6188,Shioiri,POINT(139.662205129488 35.2802763155327),1930,1930,999999,114
6567,Musashi-Itsukaichi,POINT(139.228003241889 35.7322542632239),1925,1925,999999,114
6191,Horinouchi,POINT(139.686873598445 35.2632293031674),1930,1930,999999,114
6195,Oguchi,POINT(139.646262148246 35.492442838782),1947,1947,999999,114
6198,Kozukue,POINT(139.600030318088 35.5085435290295),1908,1908,999999,114
6568,Kumagawa,POINT(139.335356637412 35.7284705589472),1931,1931,999999,114
6201,Tokaichiba,POINT(139.516627040832 35.5262852739475),1979,1979,999999,114
6583,Sagamiko,POINT(139.188574095061 35.617383759152),1901,1901,999999,114
6569,Higashi-Akiru,POINT(139.31109514162 35.7259907486727),1925,1925,999999,114
6577,Kita-Narashino,POINT(140.042109836464 35.7215590594025),1984,1996,999999,114
6570,Akigawa,POINT(139.28667625156 35.728078423398),1925,1925,999999,114
6571,Musashi-Hikida,POINT(139.270099722812 35.7297072784193),1930,1930,999999,114
6572,Musashi-Masuko,POINT(139.256311986211 35.73094471195),1925,1925,999999,114
6578,Funabashi-Nichidaimae,POINT(140.05902273867 35.7269374899365),1984,1996,999999,114
6573,Nishi-Funabashi,POINT(139.959689675345 35.7074508596182),1984,1996,999999,114
6574,Toyo-Katsutadai,POINT(140.126219516297 35.715811431328),1984,1996,999999,114
6599,Maioka,POINT(139.550820402896 35.4025382442576),1985,1985,999999,114
6579,Yachiyo-Midorigaoka,POINT(140.073093583724 35.7288619251862),1984,1996,999999,114
6584,Fujino,POINT(139.152148469295 35.6159009716041),1943,1943,999999,114
6580,Yachiyo-chuo,POINT(140.103379760306 35.7278617476951),1984,1996,999999,114
6581,Murakami,POINT(140.118451636078 35.7237153392332),1984,1996,999999,114
6582,Uenohara,POINT(139.115632746697 35.6187704385067),1901,1901,999999,114
6594,Isezakichojamachi,POINT(139.633058229627 35.4409562403459),1972,1972,999999,114
6595,Kami-Ooka,POINT(139.595977247066 35.4090492413965),1972,1972,999999,114
6601,Azamino,POINT(139.553492551698 35.5682659705304),1993,1993,999999,114
521,"Miguel Hernández",POINT(-3.64049867875386 40.387493082728),1990,1994,999999,71
6597,Kami-Nagaya,POINT(139.572578384487 35.4014453672782),1976,1976,999999,114
545,"",POINT(-3.79949124765744 40.2829084131565),1999,2003,999999,71
6608,Nippa,POINT(139.611927863385 35.5275930864441),1993,1993,999999,114
6605,Center-Kita,POINT(139.578274351498 35.553492314719),1993,1993,999999,114
6607,Nakamachidai,POINT(139.589614545932 35.5353024930795),1993,1993,999999,114
6609,Kita Shin-Yokohama,POINT(139.612751732033 35.5192702191043),1993,1993,999999,114
6610,Kishine-koen,POINT(139.617100193365 35.4961156168717),1985,1985,999999,114
6611,Katakuracho,POINT(139.605943393948 35.4894707725768),1985,1985,999999,114
6612,Mitsuzawa-kamicho,POINT(139.604903186575 35.4764759888109),1985,1985,999999,114
6613,Mitsuzawa-shimocho,POINT(139.615164836398 35.476509506439),1985,1985,999999,114
6614,Takashimacho,POINT(139.623821705791 35.4584424354114),1976,1976,999999,114
6615,Sakuragicho,POINT(139.630731405514 35.449760135006),1976,1976,999999,114
6616,Kannai,POINT(139.636752003691 35.4453133418184),1976,1976,999999,114
6617,Bandobashi,POINT(139.625152590034 35.4374724150998),1972,1972,999999,114
6202,Nagatsuta,POINT(139.49514913967 35.531704703008),1908,1908,999999,114
6146,Kita-Shinagawa,POINT(139.739284599722 35.6223167943335),1904,1904,999999,114
6149,Koganecho,POINT(139.622938991807 35.4398783888083),1930,1930,999999,114
5352,Yokohama,POINT(139.623067588413 35.4661645205361),1914,1914,999999,114
6631,Kannai,POINT(139.636027880432 35.4440669799659),1964,1964,999999,114
6151,Yokohama,POINT(139.62321187457 35.4661153356086),1929,1929,999999,114
6205,Kobuchi,POINT(139.419326473824 35.5559617439853),1988,1988,999999,114
6154,Aomono-yokocho,POINT(139.743083965395 35.6088508874718),1904,1904,999999,114
6157,Heiwajima,POINT(139.734967531779 35.5787156809064),1901,1901,999999,114
6596,Yokohama,POINT(139.620010881123 35.4655642752054),1976,1976,999999,114
6160,Keikyu-Kamata,POINT(139.723801383994 35.5610252226911),1901,1901,999999,114
6208,Sagamihara,POINT(139.370743845247 35.581431599852),1941,1941,999999,114
6163,Hatchonawate,POINT(139.69140235695 35.5230096626625),1916,1916,999999,114
6166,Kagetsuen-mae,POINT(139.672981569349 35.5003941431524),1914,1914,999999,114
6169,Koyasu,POINT(139.645149169649 35.4846514246078),1905,1905,999999,114
6211,Hachioji-Minamino,POINT(139.330887463507 35.6312374404089),1997,1997,999999,114
6172,Tobe,POINT(139.619551771759 35.4567412740783),1931,1931,999999,114
6175,Idogaya,POINT(139.600791196961 35.4339881521531),1930,1930,999999,114
6178,Byobugaura,POINT(139.610266594056 35.3942564844783),1930,1930,999999,114
6585,Hiyoshi,POINT(139.646995634743 35.5533541094196),2001,2008,999999,114
6181,Nokendai,POINT(139.62942362743 35.360855548956),1944,1944,999999,114
6184,Oppama,POINT(139.624858289813 35.3157846975716),1930,1930,999999,114
6598,Shin-Yokohama,POINT(139.617335216906 35.5090058140706),1985,1985,999999,114
6187,Hemi,POINT(139.652852530142 35.2804891265909),1930,1930,999999,114
6586,Hiyoshi-Honcho,POINT(139.633659952333 35.550062548541),2001,2008,999999,114
6190,Kenritsudaigaku,POINT(139.676626779368 35.2701803808432),1930,1930,999999,114
6193,Maborikaigan,POINT(139.707624010119 35.259615271656),1930,1930,999999,114
6196,Kikuna,POINT(139.630177568283 35.5096870119799),1926,1926,999999,114
6587,Takata,POINT(139.619966408901 35.5496146165631),2001,2008,999999,114
6199,Kamoi,POINT(139.567229961089 35.5109675830983),1962,1962,999999,114
6600,Totsuka,POINT(139.5342424877 35.4007986510599),1987,1987,999999,114
6588,Higashi-Yamata,POINT(139.604494849005 35.5541540458451),2001,2008,999999,114
6589,Kita-Yamata,POINT(139.592106494359 35.5610594726801),2001,2008,999999,114
6632,Ishikawacho,POINT(139.642758789773 35.4392225303455),1964,1964,999999,114
6590,Center Kita,POINT(139.57867719334 35.553392514293),2001,2008,999999,114
6602,Shonandai,POINT(139.466697484349 35.396340893644),1999,1999,999999,114
6591,Center Minami,POINT(139.574806564164 35.5456114627165),2001,2008,999999,114
6592,Tsuzuki-Fureai-no-Oka,POINT(139.561334435372 35.5365503929659),2001,2008,999999,114
6593,Kawawacho,POINT(139.548943574728 35.5282059157336),2001,2008,999999,114
6603,Nakayama,POINT(139.540088223898 35.5147168228579),2001,2008,999999,114
7767,Noailles,POINT(5.3812904 43.2968568),,1984,999999,74
6604,Nakagawa,POINT(139.569951572954 35.5629889917838),1993,1993,999999,114
6633,Yamate,POINT(139.646242790146 35.4273106943887),1964,1964,999999,114
6628,Isogo,POINT(139.617949674273 35.3999007525282),1964,1964,999999,114
6630,Ofuna,POINT(139.531004898557 35.3534861440573),1973,1973,999999,114
8539,Ambroise Paré,POINT(4.8839085 45.7415448),0,0,999999,70
6634,Negishi,POINT(139.635561177102 35.41572411475),1964,1964,999999,114
