id,section_id,line_id,created_at,updated_at,city_id
4563,4880,853,2017-12-14 02:12:55.212183,2017-12-14 02:12:55.212183,111
4564,4881,853,2017-12-14 02:12:55.247629,2017-12-14 02:12:55.247629,111
4565,4881,854,2017-12-14 02:12:55.257868,2017-12-14 02:12:55.257868,111
4566,4882,837,2017-12-15 16:15:31.40829,2017-12-15 16:15:31.40829,114
4567,4883,837,2017-12-15 16:18:54.776899,2017-12-15 16:18:54.776899,114
4568,4884,837,2017-12-15 16:20:10.799306,2017-12-15 16:20:10.799306,114
4569,4885,837,2017-12-15 16:21:56.165381,2017-12-15 16:21:56.165381,114
4571,4887,835,2017-12-15 16:37:36.734711,2017-12-15 16:37:36.734711,114
4572,4888,835,2017-12-15 16:39:13.717457,2017-12-15 16:39:13.717457,114
4573,4889,874,2017-12-15 22:06:04.821643,2017-12-15 22:06:04.821643,114
4574,1672,454,2017-12-15 22:27:45.737997,2017-12-15 22:27:45.737997,114
4575,1691,456,2017-12-15 22:32:20.542238,2017-12-15 22:32:20.542238,114
4576,4890,874,2017-12-15 22:39:12.628315,2017-12-15 22:39:12.628315,114
4577,4891,874,2017-12-15 22:40:01.508244,2017-12-15 22:40:01.508244,114
4589,4900,418,2017-12-21 22:05:40.21559,2017-12-21 22:05:40.21559,114
4590,4901,456,2017-12-21 22:05:40.28054,2017-12-21 22:05:40.28054,114
4591,4901,418,2017-12-21 22:05:40.284952,2017-12-21 22:05:40.284952,114
4592,1458,329,2017-12-21 22:07:33.671656,2017-12-21 22:07:33.671656,114
4593,1459,329,2017-12-21 22:13:31.054206,2017-12-21 22:13:31.054206,114
4594,1460,329,2017-12-21 22:13:31.080898,2017-12-21 22:13:31.080898,114
4595,1461,329,2017-12-21 22:13:31.11104,2017-12-21 22:13:31.11104,114
4596,1462,329,2017-12-21 22:13:31.140364,2017-12-21 22:13:31.140364,114
4597,1463,329,2017-12-21 22:13:31.185547,2017-12-21 22:13:31.185547,114
4598,1464,329,2017-12-21 22:13:31.23683,2017-12-21 22:13:31.23683,114
4599,4902,866,2017-12-21 22:27:36.190881,2017-12-21 22:27:36.190881,114
4600,4903,866,2017-12-21 22:27:36.263781,2017-12-21 22:27:36.263781,114
4603,4906,876,2017-12-21 22:38:57.777875,2017-12-21 22:38:57.777875,114
4604,4907,320,2017-12-23 22:55:37.086577,2017-12-23 22:55:37.086577,264
4610,4913,444,2017-12-28 22:18:24.574922,2017-12-28 22:18:24.574922,114
4611,4914,444,2017-12-28 22:18:24.614635,2017-12-28 22:18:24.614635,114
4612,4913,441,2017-12-28 22:19:56.10149,2017-12-28 22:19:56.10149,114
4613,4915,444,2017-12-28 22:20:21.590372,2017-12-28 22:20:21.590372,114
4615,4917,444,2017-12-28 22:21:47.357296,2017-12-28 22:21:47.357296,114
4616,4918,444,2017-12-28 22:21:47.388482,2017-12-28 22:21:47.388482,114
4617,1644,444,2017-12-28 22:23:09.853623,2017-12-28 22:23:09.853623,114
4618,1645,444,2017-12-28 22:23:09.864154,2017-12-28 22:23:09.864154,114
4619,1646,444,2017-12-28 22:23:09.881562,2017-12-28 22:23:09.881562,114
4621,4919,870,2017-12-28 22:29:11.491023,2017-12-28 22:29:11.491023,114
5030,5213,945,2018-01-28 17:39:48.261431,2018-01-28 17:39:48.261431,82
5031,5214,937,2018-01-28 17:39:48.310498,2018-01-28 17:39:48.310498,82
5032,5214,944,2018-01-28 17:39:48.322509,2018-01-28 17:39:48.322509,82
5033,5215,937,2018-01-28 17:39:48.367349,2018-01-28 17:39:48.367349,82
5034,5215,944,2018-01-28 17:39:48.380724,2018-01-28 17:39:48.380724,82
5035,5216,937,2018-01-28 17:39:48.42302,2018-01-28 17:39:48.42302,82
5036,5216,944,2018-01-28 17:39:48.427115,2018-01-28 17:39:48.427115,82
5037,5216,945,2018-01-28 17:39:48.435021,2018-01-28 17:39:48.435021,82
5049,5225,937,2018-01-28 17:42:10.561119,2018-01-28 17:42:10.561119,82
5050,5225,944,2018-01-28 17:42:10.578467,2018-01-28 17:42:10.578467,82
5051,5226,937,2018-01-28 17:42:10.626584,2018-01-28 17:42:10.626584,82
5052,5226,944,2018-01-28 17:42:10.638807,2018-01-28 17:42:10.638807,82
5059,5229,937,2018-01-28 17:56:28.157154,2018-01-28 17:56:28.157154,82
5060,5229,944,2018-01-28 17:56:28.162317,2018-01-28 17:56:28.162317,82
5061,5230,937,2018-01-28 17:56:28.179205,2018-01-28 17:56:28.179205,82
5062,5230,944,2018-01-28 17:56:28.183732,2018-01-28 17:56:28.183732,82
5063,5231,937,2018-01-28 17:56:28.200092,2018-01-28 17:56:28.200092,82
5064,5231,944,2018-01-28 17:56:28.204108,2018-01-28 17:56:28.204108,82
5065,5232,937,2018-01-28 17:56:28.220604,2018-01-28 17:56:28.220604,82
5066,5232,944,2018-01-28 17:56:28.22562,2018-01-28 17:56:28.22562,82
5067,5233,937,2018-01-28 17:56:28.246839,2018-01-28 17:56:28.246839,82
5068,5233,944,2018-01-28 17:56:28.251517,2018-01-28 17:56:28.251517,82
5069,5234,937,2018-01-28 17:56:28.267597,2018-01-28 17:56:28.267597,82
5070,5234,944,2018-01-28 17:56:28.271601,2018-01-28 17:56:28.271601,82
5071,5236,944,2018-01-28 17:56:54.283114,2018-01-28 17:56:54.283114,82
5094,5252,937,2018-01-28 18:07:02.546357,2018-01-28 18:07:02.546357,82
5095,5251,937,2018-01-28 18:07:02.560594,2018-01-28 18:07:02.560594,82
5098,5257,939,2018-01-28 18:24:48.40147,2018-01-28 18:24:48.40147,82
4125,4477,775,2017-11-21 00:10:23.546203,2017-11-21 00:10:23.546203,63
4128,4478,477,2017-11-21 16:45:39.676498,2017-11-21 16:45:39.676498,48
4130,4479,683,2017-11-21 20:47:49.201139,2017-11-21 20:47:49.201139,247
4140,4484,798,2017-11-24 15:59:11.864175,2017-11-24 15:59:11.864175,114
4183,4525,657,2017-11-30 18:31:53.079938,2017-11-30 18:31:53.079938,1
4188,4530,561,2017-11-30 23:43:09.799924,2017-11-30 23:43:09.799924,1
4189,4531,645,2017-12-01 00:38:55.689286,2017-12-01 00:38:55.689286,1
4195,4537,812,2017-12-03 00:43:08.251866,2017-12-03 00:43:08.251866,231
4196,4537,813,2017-12-03 00:43:08.254192,2017-12-03 00:43:08.254192,231
4197,4537,814,2017-12-03 00:43:08.256424,2017-12-03 00:43:08.256424,231
4198,4537,815,2017-12-03 00:43:08.258895,2017-12-03 00:43:08.258895,231
4199,4537,816,2017-12-03 00:43:08.26119,2017-12-03 00:43:08.26119,231
4200,4537,817,2017-12-03 00:43:08.26346,2017-12-03 00:43:08.26346,231
4204,4543,820,2017-12-03 00:55:51.10958,2017-12-03 00:55:51.10958,231
4205,4543,819,2017-12-03 00:55:51.111628,2017-12-03 00:55:51.111628,231
4206,4543,818,2017-12-03 00:55:51.113666,2017-12-03 00:55:51.113666,231
4336,4667,681,2017-12-05 20:18:25.80887,2017-12-05 20:18:25.80887,114
4338,4669,681,2017-12-05 20:20:26.083932,2017-12-05 20:20:26.083932,114
4339,4670,681,2017-12-05 20:20:26.102229,2017-12-05 20:20:26.102229,114
4340,4671,551,2017-12-05 20:23:35.940552,2017-12-05 20:23:35.940552,147
4341,4672,551,2017-12-05 20:23:35.961645,2017-12-05 20:23:35.961645,147
4342,4673,681,2017-12-05 20:23:42.380516,2017-12-05 20:23:42.380516,114
4348,4677,823,2017-12-05 22:19:25.521791,2017-12-05 22:19:25.521791,114
4372,4700,832,2017-12-08 03:16:21.984196,2017-12-08 03:16:21.984196,114
4376,4704,832,2017-12-08 15:35:04.607567,2017-12-08 15:35:04.607567,114
4382,4709,839,2017-12-08 19:20:41.594626,2017-12-08 19:20:41.594626,114
4383,4710,839,2017-12-08 19:20:41.613439,2017-12-08 19:20:41.613439,114
4386,4711,427,2017-12-08 20:43:25.314668,2017-12-08 20:43:25.314668,114
4393,4711,426,2017-12-08 20:44:36.38425,2017-12-08 20:44:36.38425,114
4395,4715,833,2017-12-08 21:04:25.163496,2017-12-08 21:04:25.163496,114
4396,4716,833,2017-12-08 21:08:39.985215,2017-12-08 21:08:39.985215,114
4399,4718,840,2017-12-08 21:24:24.768327,2017-12-08 21:24:24.768327,114
4400,4719,840,2017-12-08 21:24:24.795737,2017-12-08 21:24:24.795737,114
4405,4723,841,2017-12-08 22:16:16.845694,2017-12-08 22:16:16.845694,114
4406,4724,841,2017-12-08 22:20:51.271901,2017-12-08 22:20:51.271901,114
4407,4725,836,2017-12-08 22:38:30.646427,2017-12-08 22:38:30.646427,114
4409,4727,658,2017-12-11 18:42:37.513448,2017-12-11 18:42:37.513448,1
4410,4728,658,2017-12-11 18:42:37.546043,2017-12-11 18:42:37.546043,1
4415,4733,658,2017-12-11 20:29:24.033087,2017-12-11 20:29:24.033087,1
4428,4745,658,2017-12-11 22:01:34.146609,2017-12-11 22:01:34.146609,1
4429,4746,658,2017-12-11 22:01:34.159378,2017-12-11 22:01:34.159378,1
4570,4886,835,2017-12-15 16:33:49.425074,2017-12-15 16:33:49.425074,114
4601,4904,866,2017-12-21 22:30:35.378954,2017-12-21 22:30:35.378954,114
4602,4905,866,2017-12-21 22:30:35.415152,2017-12-21 22:30:35.415152,114
4605,4908,869,2017-12-27 19:11:16.996867,2017-12-27 19:11:16.996867,114
4606,4909,869,2017-12-27 19:13:37.278766,2017-12-27 19:13:37.278766,114
4620,1647,444,2017-12-28 22:24:05.829471,2017-12-28 22:24:05.829471,114
4622,4920,628,2017-12-28 22:40:41.655445,2017-12-28 22:40:41.655445,114
4623,4921,628,2017-12-28 22:49:59.388332,2017-12-28 22:49:59.388332,114
4624,4922,628,2017-12-28 22:49:59.439152,2017-12-28 22:49:59.439152,114
4625,4923,628,2017-12-28 22:49:59.473263,2017-12-28 22:49:59.473263,114
5056,5227,944,2018-01-28 17:55:18.042883,2018-01-28 17:55:18.042883,82
5057,5228,937,2018-01-28 17:55:18.059958,2018-01-28 17:55:18.059958,82
5058,5228,944,2018-01-28 17:55:18.064682,2018-01-28 17:55:18.064682,82
5072,5240,944,2018-01-28 17:57:17.762566,2018-01-28 17:57:17.762566,82
5073,5241,944,2018-01-28 17:57:17.778682,2018-01-28 17:57:17.778682,82
5074,5242,944,2018-01-28 17:57:17.79739,2018-01-28 17:57:17.79739,82
5080,5247,937,2018-01-28 18:00:20.008185,2018-01-28 18:00:20.008185,82
5081,5248,937,2018-01-28 18:00:20.029593,2018-01-28 18:00:20.029593,82
5082,5248,944,2018-01-28 18:00:20.038439,2018-01-28 18:00:20.038439,82
5083,5235,937,2018-01-28 18:00:20.069555,2018-01-28 18:00:20.069555,82
5084,5237,937,2018-01-28 18:00:20.171941,2018-01-28 18:00:20.171941,82
5085,5237,944,2018-01-28 18:00:20.186493,2018-01-28 18:00:20.186493,82
5086,5246,937,2018-01-28 18:00:20.221266,2018-01-28 18:00:20.221266,82
5087,5246,944,2018-01-28 18:00:20.230161,2018-01-28 18:00:20.230161,82
5088,5249,937,2018-01-28 18:01:46.192113,2018-01-28 18:01:46.192113,82
5089,5250,937,2018-01-28 18:01:46.214757,2018-01-28 18:01:46.214757,82
5100,5259,939,2018-01-28 18:26:39.181763,2018-01-28 18:26:39.181763,82
5111,5270,938,2018-01-28 18:30:02.226482,2018-01-28 18:30:02.226482,82
5112,5271,938,2018-01-28 18:30:02.295792,2018-01-28 18:30:02.295792,82
5113,5272,938,2018-01-28 18:30:02.349834,2018-01-28 18:30:02.349834,82
5114,5273,938,2018-01-28 18:30:02.383395,2018-01-28 18:30:02.383395,82
5120,5282,938,2018-01-28 18:38:14.770779,2018-01-28 18:38:14.770779,82
5121,5281,938,2018-01-28 18:38:14.798458,2018-01-28 18:38:14.798458,82
5130,5289,941,2018-01-28 19:27:42.38514,2018-01-28 19:27:42.38514,82
5131,5287,941,2018-01-28 19:27:42.40655,2018-01-28 19:27:42.40655,82
5132,5286,939,2018-01-28 19:27:42.518666,2018-01-28 19:27:42.518666,82
5133,5286,941,2018-01-28 19:27:42.536403,2018-01-28 19:27:42.536403,82
5134,5288,939,2018-01-28 19:27:42.598576,2018-01-28 19:27:42.598576,82
5135,5288,941,2018-01-28 19:27:42.616451,2018-01-28 19:27:42.616451,82
5166,5318,938,2018-01-28 19:42:09.55236,2018-01-28 19:42:09.55236,82
5167,5319,938,2018-01-28 19:42:09.570135,2018-01-28 19:42:09.570135,82
5168,5320,938,2018-01-28 19:42:09.618465,2018-01-28 19:42:09.618465,82
5169,5321,938,2018-01-28 19:42:09.66244,2018-01-28 19:42:09.66244,82
5170,5322,938,2018-01-28 19:42:09.715644,2018-01-28 19:42:09.715644,82
5171,5323,938,2018-01-28 19:42:09.761386,2018-01-28 19:42:09.761386,82
5172,5022,946,2018-01-28 19:42:39.406659,2018-01-28 19:42:39.406659,82
5173,5018,946,2018-01-28 19:42:39.424497,2018-01-28 19:42:39.424497,82
5176,5324,950,2018-01-28 20:04:15.636053,2018-01-28 20:04:15.636053,307
5178,5326,950,2018-01-28 20:13:38.310981,2018-01-28 20:13:38.310981,307
5188,5336,950,2018-01-28 20:21:09.986401,2018-01-28 20:21:09.986401,307
5189,5342,950,2018-01-28 20:21:10.027487,2018-01-28 20:21:10.027487,307
5190,5335,950,2018-01-28 20:21:10.076623,2018-01-28 20:21:10.076623,307
5191,5337,950,2018-01-28 20:21:10.120029,2018-01-28 20:21:10.120029,307
5192,5334,950,2018-01-28 20:21:10.165677,2018-01-28 20:21:10.165677,307
5196,5347,950,2018-01-28 20:26:30.898741,2018-01-28 20:26:30.898741,307
6228,6380,1042,2018-04-06 21:22:50.70474,2018-04-06 21:22:50.70474,114
6229,6381,1042,2018-04-06 21:22:50.718414,2018-04-06 21:22:50.718414,114
6274,6434,1065,2018-04-30 15:17:16.949155,2018-04-30 15:17:16.949155,148
6275,6435,1065,2018-04-30 15:17:16.975167,2018-04-30 15:17:16.975167,148
6276,6436,1065,2018-04-30 15:17:16.996859,2018-04-30 15:17:16.996859,148
6369,6469,1074,2018-05-21 13:49:00.975555,2018-05-21 13:49:00.975555,265
6370,6470,1075,2018-05-21 13:51:43.162703,2018-05-21 13:51:43.162703,265
6422,6506,241,2018-05-21 20:28:17.765487,2018-05-21 20:28:17.765487,79
6423,6506,246,2018-05-21 20:28:17.768578,2018-05-21 20:28:17.768578,79
6424,6507,1088,2018-05-21 20:30:50.218925,2018-05-21 20:30:50.218925,79
7445,7448,1208,2018-08-01 14:30:37.670281,2018-08-01 14:30:37.670281,325
7446,7448,1209,2018-08-01 14:30:37.675553,2018-08-01 14:30:37.675553,325
7447,7449,1208,2018-08-01 14:30:37.697646,2018-08-01 14:30:37.697646,325
7448,7449,1209,2018-08-01 14:30:37.70334,2018-08-01 14:30:37.70334,325
7449,7450,1208,2018-08-01 14:31:21.88015,2018-08-01 14:31:21.88015,325
7450,7450,1209,2018-08-01 14:31:21.893626,2018-08-01 14:31:21.893626,325
7451,7451,1208,2018-08-01 14:31:21.9607,2018-08-01 14:31:21.9607,325
7452,7451,1209,2018-08-01 14:31:21.965917,2018-08-01 14:31:21.965917,325
7453,7452,1208,2018-08-01 14:33:10.865015,2018-08-01 14:33:10.865015,325
7454,7452,1209,2018-08-01 14:33:10.868258,2018-08-01 14:33:10.868258,325
4131,4480,683,2017-11-21 20:52:54.49134,2017-11-21 20:52:54.49134,247
4141,4485,447,2017-11-24 16:21:17.400421,2017-11-24 16:21:17.400421,114
4190,4532,811,2017-12-01 04:39:05.888205,2017-12-01 04:39:05.888205,114
4211,1992,553,2017-12-03 13:40:38.234534,2017-12-03 13:40:38.234534,147
4212,1993,553,2017-12-03 13:40:38.257329,2017-12-03 13:40:38.257329,147
4215,4555,549,2017-12-03 13:46:08.049313,2017-12-03 13:46:08.049313,147
4217,4556,549,2017-12-03 13:47:53.633239,2017-12-03 13:47:53.633239,147
4218,4557,549,2017-12-03 13:47:53.66938,2017-12-03 13:47:53.66938,147
4219,4558,549,2017-12-03 13:48:48.346529,2017-12-03 13:48:48.346529,147
4220,4559,549,2017-12-03 13:48:48.367333,2017-12-03 13:48:48.367333,147
4223,4562,552,2017-12-03 13:51:22.792214,2017-12-03 13:51:22.792214,147
4224,4562,554,2017-12-03 13:51:22.796586,2017-12-03 13:51:22.796586,147
4225,4562,553,2017-12-03 13:51:22.800569,2017-12-03 13:51:22.800569,147
4226,4563,548,2017-12-03 13:51:22.818003,2017-12-03 13:51:22.818003,147
4227,4563,551,2017-12-03 13:51:22.824259,2017-12-03 13:51:22.824259,147
4286,4618,551,2017-12-03 14:21:36.676806,2017-12-03 14:21:36.676806,147
4287,4619,551,2017-12-03 14:21:36.72234,2017-12-03 14:21:36.72234,147
4288,4620,551,2017-12-03 14:21:36.778022,2017-12-03 14:21:36.778022,147
4289,4621,551,2017-12-03 14:21:36.859179,2017-12-03 14:21:36.859179,147
4290,4622,551,2017-12-03 14:24:26.731379,2017-12-03 14:24:26.731379,147
4291,4623,551,2017-12-03 14:24:26.750197,2017-12-03 14:24:26.750197,147
4349,4678,827,2017-12-06 17:22:01.495657,2017-12-06 17:22:01.495657,114
4350,4679,827,2017-12-06 19:36:19.791303,2017-12-06 19:36:19.791303,114
4378,4705,838,2017-12-08 16:14:59.908204,2017-12-08 16:14:59.908204,114
4381,4708,839,2017-12-08 19:19:06.931936,2017-12-08 19:19:06.931936,114
4389,4713,427,2017-12-08 20:43:57.868566,2017-12-08 20:43:57.868566,114
4391,4714,427,2017-12-08 20:43:57.892042,2017-12-08 20:43:57.892042,114
4392,4714,499,2017-12-08 20:43:57.895785,2017-12-08 20:43:57.895785,114
4394,4713,426,2017-12-08 20:45:04.43569,2017-12-08 20:45:04.43569,114
4401,4720,828,2017-12-08 21:56:32.396227,2017-12-08 21:56:32.396227,114
4402,4721,828,2017-12-08 22:02:40.648784,2017-12-08 22:02:40.648784,114
4403,4722,828,2017-12-08 22:04:29.814815,2017-12-08 22:04:29.814815,114
4423,4741,842,2017-12-11 21:52:48.664417,2017-12-11 21:52:48.664417,114
4424,4742,842,2017-12-11 21:54:22.778764,2017-12-11 21:54:22.778764,114
4430,4747,843,2017-12-11 22:02:21.977683,2017-12-11 22:02:21.977683,114
4583,4897,875,2017-12-17 14:05:42.636104,2017-12-17 14:05:42.636104,147
4584,4898,875,2017-12-17 14:05:42.668503,2017-12-17 14:05:42.668503,147
4607,4910,871,2017-12-27 19:22:40.531551,2017-12-27 19:22:40.531551,114
4626,4924,879,2017-12-29 17:49:58.579335,2017-12-29 17:49:58.579335,114
4644,4941,882,2017-12-29 21:10:41.192604,2017-12-29 21:10:41.192604,91
4645,4942,880,2017-12-29 21:11:51.384691,2017-12-29 21:11:51.384691,91
4646,4943,880,2017-12-29 21:11:51.419726,2017-12-29 21:11:51.419726,91
4647,4944,880,2017-12-29 21:12:59.064574,2017-12-29 21:12:59.064574,91
4648,4944,882,2017-12-29 21:12:59.073707,2017-12-29 21:12:59.073707,91
5099,5258,939,2018-01-28 18:24:48.414843,2018-01-28 18:24:48.414843,82
5124,5283,940,2018-01-28 18:40:18.110473,2018-01-28 18:40:18.110473,82
5125,5283,938,2018-01-28 18:40:18.124551,2018-01-28 18:40:18.124551,82
5177,5325,950,2018-01-28 20:04:52.664628,2018-01-28 20:04:52.664628,307
5201,5355,950,2018-01-28 20:30:03.885414,2018-01-28 20:30:03.885414,307
5202,5356,950,2018-01-28 20:30:03.96349,2018-01-28 20:30:03.96349,307
5203,5357,950,2018-01-28 20:30:04.021562,2018-01-28 20:30:04.021562,307
5204,5358,950,2018-01-28 20:30:04.091882,2018-01-28 20:30:04.091882,307
5205,5359,950,2018-01-28 20:30:36.254534,2018-01-28 20:30:36.254534,307
5206,5360,950,2018-01-28 20:30:36.322385,2018-01-28 20:30:36.322385,307
5207,5361,950,2018-01-28 20:30:36.437627,2018-01-28 20:30:36.437627,307
5208,5362,950,2018-01-28 20:30:36.572449,2018-01-28 20:30:36.572449,307
5215,5349,950,2018-01-28 20:38:11.613102,2018-01-28 20:38:11.613102,307
5216,5348,950,2018-01-28 20:38:11.722991,2018-01-28 20:38:11.722991,307
5623,5727,534,2018-02-21 02:34:17.525078,2018-02-21 02:34:17.525078,114
6227,6379,1042,2018-04-06 21:14:32.699329,2018-04-06 21:14:32.699329,114
6277,6437,1065,2018-04-30 16:01:32.202179,2018-04-30 16:01:32.202179,148
6278,6438,1065,2018-04-30 16:01:32.238049,2018-04-30 16:01:32.238049,148
6279,6439,1065,2018-04-30 16:01:32.273416,2018-04-30 16:01:32.273416,148
6280,6440,1065,2018-04-30 16:01:32.318926,2018-04-30 16:01:32.318926,148
6397,6492,248,2018-05-21 19:51:37.739684,2018-05-21 19:51:37.739684,79
6398,6493,248,2018-05-21 19:51:37.750155,2018-05-21 19:51:37.750155,79
6405,6497,244,2018-05-21 20:22:17.92915,2018-05-21 20:22:17.92915,79
6408,6499,241,2018-05-21 20:25:17.779683,2018-05-21 20:25:17.779683,79
6418,6505,244,2018-05-21 20:28:05.241457,2018-05-21 20:28:05.241457,79
6419,6505,1088,2018-05-21 20:28:05.244557,2018-05-21 20:28:05.244557,79
6420,6506,244,2018-05-21 20:28:05.258494,2018-05-21 20:28:05.258494,79
6421,6506,1088,2018-05-21 20:28:05.261523,2018-05-21 20:28:05.261523,79
7455,7453,1208,2018-08-01 14:33:10.885313,2018-08-01 14:33:10.885313,325
7456,7453,1209,2018-08-01 14:33:10.889752,2018-08-01 14:33:10.889752,325
7457,7454,1208,2018-08-01 14:33:10.905741,2018-08-01 14:33:10.905741,325
7458,7454,1209,2018-08-01 14:33:10.91302,2018-08-01 14:33:10.91302,325
7459,7455,1208,2018-08-01 14:33:10.928986,2018-08-01 14:33:10.928986,325
7460,7455,1209,2018-08-01 14:33:10.934178,2018-08-01 14:33:10.934178,325
7461,7456,1208,2018-08-01 14:33:10.959101,2018-08-01 14:33:10.959101,325
7462,7456,1209,2018-08-01 14:33:10.964345,2018-08-01 14:33:10.964345,325
7463,7457,1208,2018-08-01 14:33:10.98686,2018-08-01 14:33:10.98686,325
7464,7457,1209,2018-08-01 14:33:10.991757,2018-08-01 14:33:10.991757,325
7465,7458,1208,2018-08-01 14:36:50.962797,2018-08-01 14:36:50.962797,325
7466,7458,1209,2018-08-01 14:36:50.967678,2018-08-01 14:36:50.967678,325
7467,7459,1208,2018-08-01 14:36:50.980899,2018-08-01 14:36:50.980899,325
7468,7459,1209,2018-08-01 14:36:50.984012,2018-08-01 14:36:50.984012,325
7469,7460,1208,2018-08-01 14:36:50.998227,2018-08-01 14:36:50.998227,325
7470,7460,1209,2018-08-01 14:36:51.001673,2018-08-01 14:36:51.001673,325
7471,7461,1208,2018-08-01 14:36:51.017262,2018-08-01 14:36:51.017262,325
7472,7461,1209,2018-08-01 14:36:51.020424,2018-08-01 14:36:51.020424,325
7473,7462,1208,2018-08-01 14:39:07.764603,2018-08-01 14:39:07.764603,325
7474,7462,1209,2018-08-01 14:39:07.768086,2018-08-01 14:39:07.768086,325
7475,7463,1208,2018-08-01 14:39:07.782238,2018-08-01 14:39:07.782238,325
7476,7463,1209,2018-08-01 14:39:07.785751,2018-08-01 14:39:07.785751,325
7477,7464,1208,2018-08-01 14:39:07.799214,2018-08-01 14:39:07.799214,325
7478,7464,1209,2018-08-01 14:39:07.802604,2018-08-01 14:39:07.802604,325
7479,7465,1208,2018-08-01 14:39:07.815813,2018-08-01 14:39:07.815813,325
7480,7465,1209,2018-08-01 14:39:07.818975,2018-08-01 14:39:07.818975,325
7481,7466,1208,2018-08-01 14:39:07.832461,2018-08-01 14:39:07.832461,325
7482,7466,1209,2018-08-01 14:39:07.836005,2018-08-01 14:39:07.836005,325
7483,7467,1208,2018-08-01 14:39:07.850465,2018-08-01 14:39:07.850465,325
